datetime,crime_type,neighborhood,latitude,longitude
2024-04-20 19:00:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.0483,-118.2631
2024-05-27 08:00:00,TRESPASSING,Central,34.0559,-118.232
2024-05-27 06:20:00,TRESPASSING,Central,34.0508,-118.2586
2024-06-10 19:20:00,RECKLESS DRIVING,Central,34.0581,-118.2371
2024-06-15 10:13:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.0483,-118.2631
2024-06-17 21:40:00,OTHER MISCELLANEOUS CRIME,Central,34.0569,-118.254
2024-06-21 15:10:00,TRESPASSING,Central,34.0508,-118.2586
2024-08-08 23:40:00,TRESPASSING,Central,34.0508,-118.2586
2024-09-01 00:55:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",Central,34.073,-118.2513
2024-09-13 07:24:00,THEFT PLAIN - PETTY ($950 & UNDER),Central,34.0615,-118.2351
2024-11-23 01:55:00,ROBBERY,Central,34.0337,-118.2665
2024-12-08 01:10:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.0695,-118.2469
2024-01-01 03:20:00,VIOLATION OF COURT ORDER,Central,34.0599,-118.2426
2024-01-01 07:50:00,TRESPASSING,Central,34.0492,-118.2391
2024-01-01 06:50:00,TRESPASSING,Central,34.0524,-118.2467
2024-01-01 04:18:00,THEFT PLAIN - PETTY ($950 & UNDER),Central,34.0627,-118.2463
2024-01-01 10:30:00,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),Central,34.048,-118.2577
2024-01-01 22:05:00,ATTEMPTED ROBBERY,Central,34.0631,-118.2307
2024-01-01 20:00:00,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,Central,34.0535,-118.256
2024-01-02 06:55:00,VEHICLE - STOLEN,Central,34.0383,-118.2695
2024-01-01 13:00:00,VEHICLE - STOLEN,Central,34.0459,-118.2579
2024-01-01 02:00:00,INTIMATE PARTNER - AGGRAVATED ASSAULT,Central,34.0467,-118.252
2024-01-02 11:50:00,BRANDISH WEAPON,Central,34.0452,-118.2533
2024-01-01 00:01:00,OTHER MISCELLANEOUS CRIME,Central,34.0502,-118.2539
2024-01-01 00:30:00,LEWD CONDUCT,Central,34.0635,-118.2357
2024-01-01 09:00:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.0408,-118.2644
2024-01-01 00:40:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.0406,-118.268
2024-01-02 11:30:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",Central,34.0445,-118.2523
2024-01-02 12:00:00,BRANDISH WEAPON,Central,34.0408,-118.2428
2024-01-01 04:59:00,BURGLARY,Central,34.0401,-118.2533
2024-01-01 14:20:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.0483,-118.2631
2024-01-01 15:00:00,BATTERY - SIMPLE ASSAULT,Central,34.0508,-118.2586
2024-01-01 18:20:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.0483,-118.2631
2024-01-02 09:35:00,TRESPASSING,Central,34.0549,-118.2511
2024-01-01 11:40:00,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",Central,34.0446,-118.249
2024-01-01 08:00:00,BATTERY - SIMPLE ASSAULT,Central,34.0435,-118.2471
2024-01-01 13:20:00,TRESPASSING,Central,34.048,-118.2577
2024-01-02 16:40:00,VEHICLE - STOLEN,Central,34.0393,-118.2659
2024-01-01 13:30:00,ROBBERY,Central,34.0395,-118.2405
2024-01-02 16:10:00,VEHICLE - STOLEN,Central,34.0725,-118.2489
2024-01-02 13:00:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",Central,34.0549,-118.2426
2024-01-01 01:00:00,BATTERY - SIMPLE ASSAULT,Central,34.0466,-118.252
2024-01-02 22:50:00,BATTERY - SIMPLE ASSAULT,Central,34.0561,-118.2375
2024-01-03 00:01:00,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,Central,34.0466,-118.2555
2024-01-02 00:30:00,INTIMATE PARTNER - SIMPLE ASSAULT,Central,34.0502,-118.2487
2024-01-02 19:45:00,BATTERY - SIMPLE ASSAULT,Central,34.0542,-118.2566
2024-01-03 04:25:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.0461,-118.2475
2024-01-01 12:10:00,VIOLATION OF TEMPORARY RESTRAINING ORDER,Central,34.0408,-118.2644
2024-01-02 15:00:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",Central,34.0527,-118.2398
2024-01-03 03:40:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",Central,34.0474,-118.2496
2024-01-02 22:00:00,TRESPASSING,Central,34.0487,-118.2588
2024-01-01 02:00:00,BURGLARY FROM VEHICLE,Central,34.0446,-118.249
2024-01-01 01:30:00,BURGLARY FROM VEHICLE,Central,34.0585,-118.2403
2024-01-01 05:30:00,VANDALISM - MISDEAMEANOR ($399 OR UNDER),Central,34.0473,-118.2425
2024-01-02 03:05:00,BURGLARY FROM VEHICLE,Central,34.0473,-118.2566
2024-01-03 03:30:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",Central,34.0426,-118.2528
2024-01-01 03:15:00,THEFT PLAIN - PETTY ($950 & UNDER),Central,34.0419,-118.2669
2024-01-01 14:40:00,BURGLARY FROM VEHICLE,Central,34.0467,-118.2411
2024-01-01 12:30:00,THEFT PLAIN - PETTY ($950 & UNDER),Central,34.0453,-118.2499
2024-01-02 15:50:00,ROBBERY,Central,34.0566,-118.2318
2024-01-01 15:00:00,BURGLARY FROM VEHICLE,Central,34.0452,-118.2569
2024-01-01 10:45:00,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),Central,34.0519,-118.2531
2024-01-01 04:00:00,BIKE - STOLEN,Central,34.0629,-118.2419
2024-01-01 21:00:00,BURGLARY FROM VEHICLE,Central,34.0652,-118.2468
2024-01-02 19:15:00,TRESPASSING,Central,34.045,-118.264
2024-01-02 19:32:00,BURGLARY FROM VEHICLE,Central,34.0488,-118.25
2024-01-02 06:35:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.0419,-118.2669
2024-01-03 10:00:00,BATTERY - SIMPLE ASSAULT,Central,34.0338,-118.2706
2024-01-03 10:50:00,TRESPASSING,Central,34.0415,-118.2655
2024-01-02 02:47:00,BURGLARY,Central,34.0585,-118.2403
2024-01-02 21:20:00,INTIMATE PARTNER - SIMPLE ASSAULT,Central,34.0607,-118.2494
2024-01-03 06:50:00,"BURGLARY, ATTEMPTED",Central,34.0378,-118.2561
2024-01-03 06:45:00,INTIMATE PARTNER - AGGRAVATED ASSAULT,Central,34.0421,-118.2469
2024-01-03 14:45:00,ROBBERY,Central,34.043,-118.2606
2024-01-03 04:20:00,TRESPASSING,Central,34.0479,-118.2612
2024-01-03 15:00:00,"THEFT, PERSON",Central,34.0461,-118.2475
2024-01-01 22:00:00,BURGLARY FROM VEHICLE,Central,34.048,-118.2577
2024-01-03 11:20:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",Central,34.0421,-118.2469
2024-01-02 14:20:00,"THEFT, PERSON",Central,34.0431,-118.2537
2024-01-03 19:12:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.0522,-118.2434
2024-01-03 05:10:00,BURGLARY,Central,34.0401,-118.2533
2024-01-03 18:15:00,BATTERY - SIMPLE ASSAULT,Central,34.0661,-118.2436
2024-01-03 00:29:00,BURGLARY FROM VEHICLE,Central,34.0519,-118.2531
2024-01-01 18:45:00,BURGLARY FROM VEHICLE,Central,34.0453,-118.2499
2024-01-04 00:45:00,INTIMATE PARTNER - SIMPLE ASSAULT,Central,34.0423,-118.263
2024-01-03 10:39:00,BOMB SCARE,Central,34.0372,-118.2654
2024-01-02 21:40:00,VIOLATION OF RESTRAINING ORDER,Central,34.0408,-118.2644
2024-01-03 23:00:00,TRESPASSING,Central,34.0492,-118.2391
2024-01-03 11:15:00,ROBBERY,Central,34.0442,-118.2519
2024-01-03 16:30:00,BATTERY POLICE (SIMPLE),Central,34.0382,-118.2603
2024-01-03 21:30:00,BURGLARY FROM VEHICLE,Central,34.037,-118.2688
2024-01-04 05:20:00,BATTERY - SIMPLE ASSAULT,Central,34.0561,-118.2375
2024-01-03 18:00:00,VEHICLE - STOLEN,Central,34.0467,-118.252
2024-01-04 09:00:00,BATTERY - SIMPLE ASSAULT,Central,34.0453,-118.249
2024-01-03 12:40:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.0483,-118.2631
2024-01-03 23:00:00,VEHICLE - STOLEN,Central,34.0612,-118.2417
2024-01-04 16:45:00,BATTERY - SIMPLE ASSAULT,Central,34.0421,-118.2469
2024-01-04 15:10:00,ROBBERY,Central,34.0395,-118.2405
2024-01-04 14:58:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.0572,-118.2481
2024-01-04 12:00:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",Central,34.0417,-118.2444
2024-01-04 11:30:00,BATTERY - SIMPLE ASSAULT,Central,34.0607,-118.2494
2024-01-04 14:55:00,VANDALISM - MISDEAMEANOR ($399 OR UNDER),Central,34.0466,-118.252
2024-01-02 16:00:00,INTIMATE PARTNER - AGGRAVATED ASSAULT,Central,34.0472,-118.2326
2024-01-03 11:30:00,THEFT PLAIN - PETTY ($950 & UNDER),Central,34.0421,-118.2469
2024-01-02 14:07:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.0483,-118.2631
2024-01-03 20:00:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.0483,-118.2631
2024-01-04 11:45:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.0466,-118.252
2024-01-01 02:35:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.0308,-118.2638
2024-01-03 17:50:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.042,-118.2625
2024-01-03 18:30:00,THEFT PLAIN - PETTY ($950 & UNDER),Central,34.0431,-118.2692
2024-01-04 09:30:00,VIOLATION OF RESTRAINING ORDER,Central,34.0421,-118.2469
2024-01-04 15:45:00,ROBBERY,Central,34.048,-118.2577
2024-01-04 05:51:00,"BURGLARY, ATTEMPTED",Central,34.0445,-118.2523
2024-01-04 18:35:00,TRESPASSING,Central,34.0488,-118.2518
2024-01-04 18:10:00,TRESPASSING,Central,34.0488,-118.2518
2024-01-04 18:00:00,TRESPASSING,Central,34.0488,-118.2518
2024-01-04 04:50:00,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",Central,34.0496,-118.2603
2024-01-03 10:15:00,TRESPASSING,Central,34.0415,-118.2655
2024-01-03 17:00:00,TRESPASSING,Central,34.0561,-118.2375
2024-01-04 06:40:00,TRESPASSING,Central,34.0549,-118.2511
2024-01-04 12:40:00,TRESPASSING,Central,34.0488,-118.2518
2024-01-04 14:00:00,TRESPASSING,Central,34.0488,-118.2518
2024-01-04 14:05:00,TRESPASSING,Central,34.0488,-118.2518
2024-01-04 13:50:00,TRESPASSING,Central,34.0488,-118.2518
2024-01-04 14:20:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.0473,-118.2566
2024-01-04 23:50:00,ROBBERY,Central,34.0552,-118.2457
2024-01-05 01:05:00,BATTERY - SIMPLE ASSAULT,Central,34.0401,-118.2533
2024-01-04 19:40:00,BATTERY - SIMPLE ASSAULT,Central,34.0488,-118.2483
2024-01-04 18:40:00,THEFT OF IDENTITY,Central,34.0519,-118.2531
2024-01-05 04:00:00,BURGLARY FROM VEHICLE,Central,34.0342,-118.2673
2024-01-04 23:00:00,"RAPE, FORCIBLE",Central,34.0435,-118.2471
2024-01-05 07:00:00,THEFT PLAIN - PETTY ($950 & UNDER),Central,34.0453,-118.2443
2024-01-04 15:45:00,BATTERY - SIMPLE ASSAULT,Central,34.0472,-118.2381
2024-01-03 20:00:00,BURGLARY FROM VEHICLE,Central,34.0417,-118.2398
2024-01-04 17:40:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.0483,-118.2631
2024-01-04 14:00:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.0483,-118.2631
2024-01-05 14:00:00,ROBBERY,Central,34.0508,-118.2586
2024-01-05 12:45:00,BATTERY - SIMPLE ASSAULT,Central,34.0487,-118.2588
2024-01-05 07:30:00,THEFT PLAIN - PETTY ($950 & UNDER),Central,34.055,-118.2477
2024-01-03 11:50:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.048,-118.2577
2024-01-04 13:15:00,TRESPASSING,Central,34.0488,-118.2518
2024-01-04 12:50:00,TRESPASSING,Central,34.0488,-118.2518
2024-01-04 12:30:00,TRESPASSING,Central,34.0488,-118.2518
2024-01-04 13:10:00,TRESPASSING,Central,34.0488,-118.2518
2024-01-04 12:20:00,TRESPASSING,Central,34.0488,-118.2518
2024-01-05 14:00:00,THEFT PLAIN - ATTEMPT,Central,34.0437,-118.2652
2024-01-04 13:35:00,TRESPASSING,Central,34.0488,-118.2518
2024-01-05 08:00:00,TRESPASSING,Central,34.0545,-118.2499
2024-01-05 08:30:00,TRESPASSING,Central,34.0545,-118.2499
2024-01-04 13:45:00,TRESPASSING,Central,34.0488,-118.2518
2024-01-05 16:00:00,TRESPASSING,Central,34.0549,-118.2511
2024-01-05 13:45:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.0483,-118.2631
2024-01-04 21:50:00,BURGLARY FROM VEHICLE,Central,34.0446,-118.2507
2024-01-04 17:35:00,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),Central,34.0475,-118.2657
2024-01-05 14:45:00,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",Central,34.0498,-118.24
2024-01-03 21:30:00,THEFT PLAIN - PETTY ($950 & UNDER),Central,34.0431,-118.2692
2024-01-04 14:32:00,THEFT OF IDENTITY,Central,34.0494,-118.2599
2024-01-05 10:30:00,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",Central,34.0419,-118.2669
2024-01-04 12:30:00,BRANDISH WEAPON,Central,34.0449,-118.2458
2024-01-04 22:00:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.0425,-118.2493
2024-01-05 09:40:00,BRANDISH WEAPON,Central,34.0453,-118.2443
2024-01-05 10:00:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",Central,34.0444,-118.2407
2024-01-05 17:15:00,BATTERY - SIMPLE ASSAULT,Central,34.046,-118.251
2024-01-05 20:00:00,BURGLARY,Central,34.0649,-118.24
2024-01-05 17:00:00,BURGLARY FROM VEHICLE,Central,34.0458,-118.2614
2024-01-05 20:00:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",Central,34.0406,-118.2669
2024-01-05 21:20:00,DISCHARGE FIREARMS/SHOTS FIRED,Central,34.0477,-118.2394
2024-01-05 19:56:00,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",Central,34.0491,-118.2558
2024-01-05 20:05:00,THEFT PLAIN - PETTY ($950 & UNDER),Central,34.0481,-118.2472
2024-01-05 23:45:00,THEFT PLAIN - PETTY ($950 & UNDER),Central,34.046,-118.251
2024-01-06 01:00:00,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",Central,34.046,-118.251
2024-01-06 00:20:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",Central,34.0466,-118.259
2024-01-06 01:55:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",Central,34.0601,-118.2297
2024-01-06 01:55:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",Central,34.0589,-118.2323
2024-01-06 01:05:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.0395,-118.2657
2024-01-05 19:10:00,BATTERY - SIMPLE ASSAULT,Central,34.0457,-118.2665
2024-01-06 02:20:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.0419,-118.2669
2024-01-06 08:20:00,TRESPASSING,Central,34.0492,-118.2391
2024-01-05 07:00:00,BURGLARY FROM VEHICLE,Central,34.0458,-118.2614
2024-01-06 03:00:00,VEHICLE - STOLEN,Central,34.0408,-118.2644
2024-01-06 09:00:00,THROWING OBJECT AT MOVING VEHICLE,Central,34.0577,-118.2318
2024-01-06 11:10:00,ROBBERY,Central,34.0446,-118.245
2024-01-05 07:30:00,TRESPASSING,Central,34.0437,-118.2455
2024-01-06 01:40:00,BURGLARY FROM VEHICLE,Central,34.0423,-118.2561
2024-01-05 18:40:00,PICKPOCKET,Central,34.0431,-118.2692
2024-01-06 12:00:00,BURGLARY FROM VEHICLE,Central,34.0437,-118.2582
2024-01-05 01:20:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.0407,-118.2541
2024-01-06 13:45:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.0438,-118.2397
2024-01-06 11:48:00,VEHICLE - STOLEN,Central,34.0416,-118.255
2024-01-06 15:05:00,TRESPASSING,Central,34.0561,-118.2375
2024-01-05 16:35:00,BRANDISH WEAPON,Central,34.0398,-118.2677
2024-01-01 12:00:00,VEHICLE - STOLEN,Central,34.0494,-118.2599
2024-01-06 15:55:00,BATTERY - SIMPLE ASSAULT,Central,34.0559,-118.232
2024-01-06 05:10:00,"BURGLARY, ATTEMPTED",Central,34.0347,-118.2646
2024-01-06 08:30:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",Central,34.0452,-118.2533
2024-01-06 14:10:00,INTIMATE PARTNER - SIMPLE ASSAULT,Central,34.0495,-118.2494
2024-01-04 15:00:00,THEFT PLAIN - PETTY ($950 & UNDER),Central,34.0542,-118.2566
2024-01-06 14:00:00,BATTERY - SIMPLE ASSAULT,Central,34.0446,-118.2507
2024-01-05 18:00:00,BURGLARY,Central,34.0445,-118.2523
2024-01-06 00:01:00,BATTERY - SIMPLE ASSAULT,Central,34.0459,-118.243
2024-01-06 11:00:00,TRESPASSING,Central,34.0495,-118.2459
2024-01-06 17:00:00,VEHICLE - STOLEN,Central,34.0409,-118.2609
2024-01-07 03:20:00,BURGLARY FROM VEHICLE,Central,34.0488,-118.25
2024-01-06 21:28:00,THEFT PLAIN - PETTY ($950 & UNDER),Central,34.0383,-118.2327
2024-01-05 21:55:00,CRIMINAL THREATS - NO WEAPON DISPLAYED,Central,34.0395,-118.2405
2024-01-05 15:00:00,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",Central,34.0408,-118.2644
2024-01-05 12:30:00,VANDALISM - MISDEAMEANOR ($399 OR UNDER),Central,34.0621,-118.2346
2024-01-06 00:32:00,FAILURE TO YIELD,Central,34.0539,-118.2436
2024-01-07 04:30:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.0446,-118.245
2024-01-06 09:30:00,THROWING OBJECT AT MOVING VEHICLE,Central,34.0421,-118.2469
2024-01-05 19:00:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",Central,34.0467,-118.252
2024-01-06 05:05:00,DISTURBING THE PEACE,Central,34.0395,-118.2405
2024-01-06 02:00:00,BATTERY - SIMPLE ASSAULT,Central,34.046,-118.251
2024-01-07 11:10:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",Central,34.0581,-118.2371
2024-01-06 11:48:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Central,34.0416,-118.255
2024-01-01 02:45:00,BATTERY - SIMPLE ASSAULT,Central,34.0394,-118.2623
2024-01-05 15:30:00,BURGLARY FROM VEHICLE,Central,34.0423,-118.2561
2024-01-07 11:40:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.0483,-118.2631
2024-01-07 06:55:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",Central,34.042,-118.2485
2024-01-05 04:25:00,BRANDISH WEAPON,Central,34.0534,-118.2409
2024-01-07 09:45:00,TRESPASSING,Central,34.0467,-118.252
2024-01-07 14:00:00,ROBBERY,Central,34.0487,-118.2553
2024-01-03 12:50:00,VIOLATION OF RESTRAINING ORDER,Central,34.0613,-118.2446
2024-01-07 14:15:00,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Central,34.0335,-118.2619
2024-01-06 23:30:00,PICKPOCKET,Central,34.046,-118.2493
2024-01-06 20:00:00,BURGLARY FROM VEHICLE,Central,34.0462,-118.2585
2024-01-07 12:40:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Central,34.048,-118.2577
2024-01-07 09:52:00,BATTERY - SIMPLE ASSAULT,Central,34.0444,-118.2628
2024-01-07 18:00:00,VEHICLE - STOLEN,Central,34.0401,-118.2633
2024-01-06 20:30:00,INTIMATE PARTNER - SIMPLE ASSAULT,Central,34.0466,-118.259
